Cignal|Cignal is a Canadian bicycle manufacturer specializing in high-performance road, mountain, and gravel bikes. Known for its innovative designs and meticulous craftsmanship, Cignal bikes are renowned for their exceptional handling, speed, and durability. With a commitment to sustainability, Cignal uses eco-friendly materials and employs ethical manufacturing practices.
Cilo|Cilo is a boutique bicycle manufacturer based in Portland, Oregon. Founded in 1995, Cilo specializes in handcrafted steel and titanium road, gravel, and cyclocross bikes. Known for its attention to detail and custom frame building, Cilo offers a range of models to suit discerning cyclists seeking high-performance and timeless aesthetics.
Cinelli|Cinelli, founded in 1948 by Cino Cinelli, is an Italian bicycle manufacturer renowned for its iconic designs and innovative technology. Known for producing high-performance road and track bikes, Cinelli has a rich history and has been a trusted brand among professional cyclists and cycling enthusiasts alike.
Ciocc|Ciocc is a renowned Italian bicycle manufacturer founded in 1929. Known for its exceptional craftsmanship and innovative designs, Ciocc specializes in high-end road, track, and cyclocross bikes. The company's frames are handcrafted from lightweight materials like carbon fiber and titanium, resulting in bikes prized for their responsiveness, comfort, and durability.
Circa Cycles|Circa Cycles, a renowned bike company, handcrafts exquisite steel-frame bicycles in Portland, Oregon. Their bikes are meticulously designed for durability, comfort, and a timeless aesthetic. Circa Cycles caters to discerning riders seeking a bespoke cycling experience, emphasizing quality, craftsmanship, and a commitment to sustainability.
Citizen Bike|Citizen Bike is a renowned bike company specializing in high-quality, durable bicycles designed for both casual and serious riders. Their bikes are crafted with precision, using premium materials, and are known for their sleek aesthetics and exceptional performance. Citizen Bike offers a wide range of models, from classic city bikes to adventure-ready mountain bikes, catering to diverse cycling needs.
City Bicycles Company|City Bicycles Company is a leading provider of urban cycling solutions. Committed to sustainability and innovation, they offer a wide range of high-quality bikes designed for city commuters and recreational riders alike. Their focus on affordability, durability, and style ensures that cycling remains accessible and enjoyable for everyone.
Civia|Civia is a bicycle company based in San Diego, California. They specialize in designing and manufacturing comfortable, durable, and stylish bikes for urban commuting and everyday riding. Civia bikes are known for their upright riding position, wide tires, and thoughtful features like integrated fenders and racks.
Clark-Kent|Clark-Kent is a reputable bike company known for its high-performance and stylish bikes. Their bikes are crafted with precision using lightweight materials and innovative designs, offering a balance of speed, agility, and comfort. Clark-Kent caters to cyclists of various levels, from casual riders to avid racers, providing a wide range of road, mountain, and hybrid bikes.
Claud Butler|Claud Butler, established in 1927, is an iconic British bike company renowned for its high-quality handcrafted bicycles. With a focus on innovation and performance, Claud Butler offers a diverse range of bikes, including road, mountain, hybrid, and electric models.
Clean Bottle|Clean Bottle is a bicycle company founded in Portland, Oregon. They are known for their innovative and stylish bicycles, as well as their commitment to sustainability. Clean Bottle uses recycled materials in their frames and packaging, and they donate a portion of their profits to environmental causes.
Cleary Bikes|Cleary Bikes, founded in 1999, specializes in high-quality, lightweight kids' bikes designed to inspire young riders. Their bikes prioritize durability, safety, and ease of use, featuring features like low step-over heights, coaster brakes, and kid-friendly gear ratios.
Cloud Nine|Cloud Nine is an acclaimed boutique bike company based in California's Santa Cruz mountains. Known for their exceptional craftsmanship, they specialize in high-performance titanium and steel bikes tailored to discerning cyclists seeking a unique and tailored ride experience. Their bikes are renowned for their meticulous attention to detail, responsive handling, and enduring durability, making them a prized possession among cycling enthusiasts.
